ingredient,count,cuisine
turkey,1,Mexican
batter,1,Mexican
olla,1,Mexican
hazelnuts,1,Mexican
simmering,1,Mexican
herbs,1,Mexican
mix,1,Mexican
tarragon,1,Mexican
boiling,1,Mexican
mushroom,1,Mexican
huitlacoche,1,Mexican
butt,1,Mexican
etc,1,Mexican
la,1,Mexican
granules,1,Mexican
lowfat,1,Mexican
honey,1,Mexican
pineapple,1,Mexican
walnuts,1,Mexican
scraped,1,Mexican
chives,1,Mexican
cornflour,1,Mexican
chiapas,1,Mexican
firmflesh,1,Mexican
gallon,1,Mexican
plum,1,Mexican
firm,1,Mexican
santa,1,Mexican
hoja,1,Mexican
breasts,1,Mexican
flank,1,Mexican
thickcut,1,Mexican
nuts,1,Mexican
macadamia,1,Mexican
chia,1,Mexican
steak,1,Mexican
bonito,1,Mexican
slice,1,Mexican
crusty,1,Mexican
pot,1,Mexican
manchego,1,Mexican
bitter,1,Mexican
achiote,1,Mexican
annatto,1,Mexican
semisweet,1,Mexican
thread,1,Mexican
saffron,1,Mexican
rose,1,Mexican
wheat,1,Mexican
steaks,1,Mexican
skirt,1,Mexican
soda,1,Mexican
quarts,1,Mexican
mixed,1,Mexican
coarseground,1,Mexican
wish,1,Mexican
shortening,1,Mexican
peppercorn,1,Mexican
bottle,1,Mexican
squeeze,1,Mexican
skinned,1,Mexican
apricot,1,Mexican
hulled,1,Mexican
sal,1,Mexican
hardboiled,1,Mexican
time,1,Mexican
sprig,1,Mexican
lemons,1,Mexican
rubbed,1,Mexican
capers,1,Mexican
olives,1,Mexican
guero,1,Mexican
shells,1,Mexican
clams,1,Mexican
touch,1,Mexican
sections,1,Mexican
runny,1,Mexican
slightly,1,Mexican
richtasting,1,Mexican
rotisserie,1,Mexican
brown,1,Mexican
zested,1,Mexican
curry,1,Mexican
tamari,1,Mexican
soy,1,Mexican
ginger,1,Mexican
rounds,1,Mexican
rings,1,Mexican
unseasoned,1,Mexican
solid,1,Mexican
crisply,1,Mexican
bean,1,Mexican
basil,1,Mexican
nacho,1,Mexican
swiss,1,Mexican
layers,1,Mexican
cloth,1,Mexican
x,1,Mexican
note,1,Mexican
husked,1,Mexican
package,1,Mexican
versio,1,Mexican
phillipine,1,Mexican
made,1,Mexican
latino,1,Mexican
work,1,Mexican
vegan,1,Mexican
caned,1,Mexican
bone,1,Mexican
half,1,Mexican
bolillos,1,Mexican
two,1,Mexican
needed,1,Mexican
soaking,1,Mexican
whipping,1,Mexican
espresso,1,Mexican
motts,1,Mexican
gallons,1,Mexican
shrimp,1,Mexican
chips,1,Mexican
scallions,1,Mexican
radishes,1,Mexican
directions,1,Mexican
cooking,1,Mexican
fried,1,Mexican
tripe,1,Mexican
japones,1,Mexican
mozzarella,1,Mexican
dredging,1,Mexican
bottles,1,Mexican
parrot,1,Mexican
premium,1,Mexican
cucumber,1,Mexican
follow,1,Mexican
sec,1,Mexican
fully,1,Mexican
nonfat,1,Mexican
use,1,Mexican
usually,1,Mexican
carrot,1,Mexican
beaten,1,Mexican
kind,1,Mexican
casing,1,Mexican
ears,1,Mexican
lean,1,Mexican
nopalitos,1,Mexican
cotija,1,Mexican
chihuahua,1,Mexican
sriracha,1,Mexican
shucked,1,Mexican
clamato,1,Mexican
nondark,1,Mexican
stalks,1,Mexican
flesh,1,Mexican
links,1,Mexican
dough,1,Mexican
roll,1,Mexican
crescent,1,Mexican
loaves,1,Mexican
french,1,Mexican
bread,1,Mexican
breadcrumbs,1,Mexican
almonds,1,Mexican
fourths,1,Mexican
canela,1,Mexican
containers,1,Mexican
margarine,1,Mexican
crock,1,Mexican
cheddar,1,Mexican
grape,1,Mexican
bunches,1,Mexican
lightly,1,Mexican
condensed,1,Mexican
thirds,1,Mexican
pure,1,Mexican
peanut,1,Mexican
guava,1,Mexican
evaporated,1,Mexican
piloncillo,1,Mexican
sweetened,1,Mexican
another,1,Mexican
cones,1,Mexican
cabrito,1,Mexican
short,1,Mexican
icecold,1,Mexican
monterrey,1,Mexican
hard,1,Mexican
drops,1,Mexican
depending,1,Mexican
brewed,1,Mexican
anchovy,1,Mexican
boiled,1,Mexican
roma,1,Mexican
mashed,1,Mexican
purple,1,Mexican
croutons,1,Mexican
cocoa,1,Mexican
sherry,1,Mexican
romaine,1,Mexican
parmesan,1,Mexican
guacamole,1,Mexican
virgin,1,Mexican
extra,1,Mexican
coddled,1,Mexican
yolk,1,Mexican
smashed,1,Mexican
yogurt,1,Mexican
frijoles,1,Mexican
extravirgin,1,Mexican
oaxaca,1,Mexican
strong,1,Mexican
powdered,1,Mexican
box,1,Mexican
unbleached,1,Mexican
pan,1,Mexican
shopped,1,Mexican
halves,1,Mexican
dehydrated,1,Mexican
duck,1,Mexican
oversized,1,Mexican
chops,1,Mexican
shell,1,Mexican
taco,1,Mexican
grasshoppers,1,Mexican
watermelon,1,Mexican
mexico,1,Mexican
nothing,1,Mexican
new,1,Mexican
first,1,Mexican
peel,1,Mexican
prefer,1,Mexican
adorn,1,Mexican
paddles,1,Mexican
jitomates,1,Mexican
authenticreal,1,Mexican
breast,1,Mexican
greenyellow,1,Mexican
tequila,1,Mexican
triple,1,Mexican
ice,1,Mexican
cactus,1,Mexican
zucchini,1,Mexican
added,1,Mexican
tamarind,1,Mexican
pulp,1,Mexican
liters,1,Mexican
pato,1,Mexican
pref,1,Mexican
little,1,Mexican
long,1,Mexican
favorite,1,Mexican
legs,1,Mexican
brand,1,Mexican
el,1,Mexican
plain,1,Mexican
bite,1,Mexican
potatoes,1,Mexican
washed,1,Mexican
cap,1,Mexican
generous,1,Mexican
cleaned,1,Mexican
preserves,1,Mexican
salt,68,Italian
cheese,63,Italian
pepper,61,Italian
oil,61,Italian
olive,52,Italian
garlic,51,Italian
flour,35,Italian
white,29,Italian
cloves,28,Italian
tomatoes,27,Italian
red,26,Italian
sugar,26,Italian
parmesan,26,Italian
butter,26,Italian
basil,25,Italian
diced,25,Italian
wine,25,Italian
water,24,Italian
chicken,24,Italian
parsley,24,Italian
onion,23,Italian
black,23,Italian
small,22,Italian
italian,21,Italian
eggs,20,Italian
use,18,Italian
egg,17,Italian
allpurpose,16,Italian
tomato,16,Italian
crushed,15,Italian
drained,15,Italian
extra,15,Italian
virgin,15,Italian
leaf,15,Italian
celery,15,Italian
beaten,15,Italian
oregano,14,Italian
cream,14,Italian
medium,14,Italian
sauce,13,Italian
plus,13,Italian
powder,13,Italian
pasta,13,Italian
lemon,13,Italian
flakes,13,Italian
cooked,13,Italian
stock,12,Italian
juice,12,Italian
romano,12,Italian
beef,11,Italian
peeled,11,Italian
mozzarella,11,Italian
vanilla,11,Italian
seasoning,11,Italian
broth,10,Italian
leaves,10,Italian
whole,10,Italian
sea,9,Italian
vinegar,9,Italian
coarsely,9,Italian
boneless,9,Italian
sausage,8,Italian
extract,8,Italian
unsalted,8,Italian
melted,8,Italian
bay,8,Italian
milk,8,Italian
kosher,8,Italian
flat,7,Italian
capers,7,Italian
bread,7,Italian
yeast,7,Italian
ricotta,7,Italian
paste,7,Italian
rice,7,Italian
breadcrumbs,7,Italian
zest,7,Italian
skinless,7,Italian
rinsed,7,Italian
sweet,6,Italian
shortening,6,Italian
shredded,6,Italian
thyme,6,Italian
pinch,6,Italian
removed,6,Italian
pork,6,Italian
balsamic,6,Italian
almond,6,Italian
slices,6,Italian
fish,6,Italian
chocolate,6,Italian
carrot,6,Italian
heavy,6,Italian
thick,6,Italian
fine,6,Italian
carrots,6,Italian
veal,6,Italian
spaghetti,5,Italian
arborio,5,Italian
frozen,5,Italian
package,5,Italian
onions,5,Italian
desired,5,Italian
slightly,5,Italian
mushrooms,5,Italian
vegetable,5,Italian
olives,5,Italian
half,5,Italian
warm,5,Italian
green,5,Italian
bacon,5,Italian
orange,5,Italian
canned,5,Italian
hot,5,Italian
shrimp,5,Italian
dash,5,Italian
rosemary,5,Italian
thin,5,Italian
bell,5,Italian
fillets,5,Italian
nutmeg,5,Italian
active,5,Italian
clove,4,Italian
cans,4,Italian
like,4,Italian
baking,4,Italian
pitted,4,Italian
beans,4,Italian
coarse,4,Italian
pecorino,4,Italian
used,4,Italian
pancetta,4,Italian
shells,4,Italian
spinach,4,Italian
plum,4,Italian
cayenne,4,Italian
honey,4,Italian
round,4,Italian
seasoned,4,Italian
nuts,4,Italian
chili,4,Italian
crumbled,4,Italian
frying,4,Italian
breast,4,Italian
stalks,4,Italian
shell,3,Italian
room,3,Italian
pieces,3,Italian
divided,3,Italian
pizza,3,Italian
paper,3,Italian
temperature,3,Italian
almonds,3,Italian
marinara,3,Italian
cinnamon,3,Italian
roasted,3,Italian
kg,3,Italian
anise,3,Italian
breasts,3,Italian
substitute,3,Italian
lean,3,Italian
pine,3,Italian
mixed,3,Italian
needed,3,Italian
thawed,3,Italian
f,3,Italian
anchovy,3,Italian
steaks,3,Italian
peppers,3,Italian
bone,3,Italian
cod,3,Italian
squid,3,Italian
cubed,3,Italian
blanched,3,Italian
confectioners,3,Italian
chips,3,Italian
yolks,3,Italian
cleaned,3,Italian
seed,3,Italian
shallot,3,Italian
homemade,3,Italian
cubes,3,Italian
ice,3,Italian
baby,3,Italian
lightly,3,Italian
cherries,3,Italian
squeezed,2,Italian
nano,2,Italian
mini,2,Italian
vialone,2,Italian
casing,2,Italian
cookies,2,Italian
undrained,2,Italian
carnaroli,2,Italian
superfino,2,Italian
risotto,2,Italian
mediumgrain,2,Italian
marsala,2,Italian
candied,2,Italian
maraschino,2,Italian
vodka,2,Italian
lemons,2,Italian
calamari,2,Italian
well,2,Italian
cherry,2,Italian
deveined,2,Italian
shelled,2,Italian
clams,2,Italian
top,2,Italian
dusting,2,Italian
steak,2,Italian
raw,2,Italian
rings,2,Italian
inch,2,Italian
deep,2,Italian
whipping,2,Italian
pure,2,Italian
skin,2,Italian
potatoes,2,Italian
depending,2,Italian
links,2,Italian
want,2,Italian
pistachios,2,Italian
stems,2,Italian
flesh,2,Italian
meat,2,Italian
shanks,2,Italian
bass,2,Italian
puree,2,Italian
either,2,Italian
cooled,2,Italian
roomtemp,2,Italian
packed,2,Italian
toasted,2,Italian
french,2,Italian
type,2,Italian
chuck,2,Italian
unbleached,2,Italian
granulated,2,Italian
coconut,2,Italian
tbsp,2,Italian
baccalasoaked,2,Italian
fluid,2,Italian
bunch,2,Italian
prosciutto,2,Italian
wedges,2,Italian
drizzle,2,Italian
may,2,Italian
thighs,2,Italian
vineripened,2,Italian
oz,2,Italian
kalamata,2,Italian
skinned,2,Italian
semisweet,2,Italian
picked,2,Italian
suit,2,Italian
one,2,Italian
casings,2,Italian
kale,2,Italian
good,2,Italian
halves,2,Italian
margarine,2,Italian
work,2,Italian
zucchini,2,Italian
cold,2,Italian
kidney,2,Italian
heat,2,Italian
adjust,2,Italian
penne,2,Italian
shallots,2,Italian
torn,2,Italian
perciatelli,2,Italian
mashed,2,Italian
potato,2,Italian
old,2,Italian
rind,2,Italian
lasagna,2,Italian
preferably,2,Italian
cutlets,2,Italian
stalk,2,Italian
soft,2,Italian
level,2,Italian
uncooked,2,Italian
asiago,2,Italian
mix,2,Italian
parm,2,Italian
sprigs,2,Italian
halfandhalf,2,Italian
chunks,2,Italian
sprinkles,2,Italian
ciabatta,1,Italian
parmigianoreggiano,1,Italian
yellow,1,Italian
mediumground,1,Italian
buffalo,1,Italian
style,1,Italian
combination,1,Italian
cucumbers,1,Italian
brinerinsed,1,Italian
johnnys,1,Italian
patted,1,Italian
towels,1,Italian
pounds,1,Italian
polenta,1,Italian
eggplant,1,Italian
brand,1,Italian
hunts,1,Italian
hair,1,Italian
available,1,Italian
blackberries,1,Italian
sundried,1,Italian
heirloom,1,Italian
needles,1,Italian
trimmed,1,Italian
clover,1,Italian
lots,1,Italian
branch,1,Italian
paprika,1,Italian
hungarian,1,Italian
stewing,1,Italian
country,1,Italian
ball,1,Italian
bing,1,Italian
preserves,1,Italian
camembert,1,Italian
rolls,1,Italian
loaf,1,Italian
deli,1,Italian
grown,1,Italian
fried,1,Italian
home,1,Italian
strips,1,Italian
brie,1,Italian
porterhouse,1,Italian
nicest,1,Italian
multi,1,Italian
maldon,1,Italian
threecheese,1,Italian
ripe,1,Italian
bruschetta,1,Italian
alternate,1,Italian
creamy,1,Italian
dinner,1,Italian
nonalcoholic,1,Italian
chives,1,Italian
gelatin,1,Italian
unflavored,1,Italian
shaker,1,Italian
cannoli,1,Italian
slurry,1,Italian
count,1,Italian
make,1,Italian
table,1,Italian
refrigerated,1,Italian
browning,1,Italian
favorite,1,Italian
striped,1,Italian
inches,1,Italian
crescent,1,Italian
pound,1,Italian
fatback,1,Italian
tuscany,1,Italian
blossom,1,Italian
canadian,1,Italian
petite,1,Italian
noodle,1,Italian
partially,1,Italian
two,1,Italian
rye,1,Italian
bourbon,1,Italian
follow,1,Italian
directions,1,Italian
traditionaly,1,Italian
box,1,Italian
meal,1,Italian
scotch,1,Italian
mild,1,Italian
kahlua,1,Italian
flavored,1,Italian
cornstarch,1,Italian
peas,1,Italian
approximately,1,Italian
whiskey,1,Italian
cone,1,Italian
rather,1,Italian
cucumber,1,Italian
cutlet,1,Italian
bit,1,Italian
lime,1,Italian
ancho,1,Italian
elongated,1,Italian
cumin,1,Italian
gelato,1,Italian
grounds,1,Italian
pint,1,Italian
amaretto,1,Italian
ones,1,Italian
seeds,1,Italian
sesame,1,Italian
cornmeal,1,Italian
wash,1,Italian
ribbons,1,Italian
hard,1,Italian
sultana,1,Italian
raisins,1,Italian
colored,1,Italian
limes,1,Italian
glaze,1,Italian
always,1,Italian
light,1,Italian
little,1,Italian
yolk,1,Italian
dish,1,Italian
golden,1,Italian
serving,1,Italian
angel,1,Italian
instant,1,Italian
colors,1,Italian
bright,1,Italian
sodium,1,Italian
dark,1,Italian
rum,1,Italian
fruit,1,Italian
bowl,1,Italian
grease,1,Italian
grapeseed,1,Italian
mold,1,Italian
pan,1,Italian
panettone,1,Italian
hands,1,Italian
raos,1,Italian
split,1,Italian
surface,1,Italian
jar,1,Italian
low,1,Italian
mote,1,Italian
nectar,1,Italian
agave,1,Italian
pestos,1,Italian
garlicky,1,Italian
tapenade,1,Italian
flower,1,Italian
proof,1,Italian
bottles,1,Italian
heated,1,Italian
dip,1,Italian
slice,1,Italian
pepperoni,1,Italian
partskim,1,Italian
dough,1,Italian
quarts,1,Italian
fudge,1,Italian
syrup,1,Italian
linguine,1,Italian
mincedchopped,1,Italian
salted,1,Italian
topping,1,Italian
wafer,1,Italian
sheets,1,Italian
whites,1,Italian
hazelnuts,1,Italian
head,1,Italian
cabbage,1,Italian
garbanzo,1,Italian
espresso,1,Italian
curls,1,Italian
cocoa,1,Italian
savoiardi,1,Italian
alessi,1,Italian
packages,1,Italian
brandy,1,Italian
coffee,1,Italian
strong,1,Italian
brewed,1,Italian
bean,1,Italian
mascarpone,1,Italian
chilled,1,Italian
grade,1,Italian
brushing,1,Italian
peel,1,Italian
citron,1,Italian
mac,1,Italian
drain,1,Italian
mussels,1,Italian
bream,1,Italian
shaped,1,Italian
unblanched,1,Italian
richer,1,Italian
serve,1,Italian
coarsley,1,Italian
salad,1,Italian
real,1,Italian
noodles,1,Italian
cheesey,1,Italian
short,1,Italian
grain,1,Italian
provolone,1,Italian
aborio,1,Italian
ditalini,1,Italian
deepfrying,1,Italian
cannellini,1,Italian
progresso,1,Italian
coating,1,Italian
breadcrumb,1,Italian
turkey,1,Italian
flavor,1,Italian
bottled,1,Italian
prawns,1,Italian
chop,1,Italian
king,1,Italian
balls,1,Italian
monkfish,1,Italian
oneinch,1,Italian
shallowfrying,1,Italian
welldrained,1,Italian
cubelike,1,Italian
orzo,1,Italian
spicy,1,Italian
amount,1,Italian
sausages,1,Italian
degrees,1,Italian
scoops,1,Italian
washed,1,Italian
part,1,Italian
sprinkling,1,Italian
macaroni,1,Italian
prepared,1,Italian
edible,1,Italian
belly,1,Italian
pesto,1,Italian
macaroons,1,Italian
fillet,1,Italian
catfish,1,Italian
saffron,1,Italian
worcestershire,1,Italian
rough,1,Italian
coriander,1,Italian
shiitake,1,Italian
finocchio,1,Italian
fennel,1,Italian
anchovies,1,Italian
way,1,Italian
go,1,Italian
envelope,1,Italian
drizzling,1,Italian
scraped,1,Italian
sherry,1,Italian
mushroom,1,Italian
also,1,Italian
jack,1,Italian
reserve,1,Italian
scallops,1,Italian
seafood,1,Italian
allspice,1,Italian
fruity,1,Italian
long,1,Italian
baguette,1,Italian
pignolis,1,Italian
tsp,1,Italian
scaled,1,Italian
heads,1,Italian
berries,1,Italian
tough,1,Italian
comes,1,Italian
salata,1,Italian
buccatini,1,Italian
quartered,1,Italian
quality,1,Italian
best,1,Italian
veggie,1,Italian
octopus,1,Italian
consist,1,Italian
monterey,1,Italian
ham,1,Italian
clarified,1,Italian
chunked,1,Italian
loose,1,Italian
pints,1,Italian
salami,1,Italian
stemmed,1,Italian
rib,1,Italian
colavita,1,Italian
spareribs,1,Italian
meaty,1,Italian
softened,1,Italian
prefer,1,Italian
brined,1,Italian
description,1,Italian
note,1,Italian
see,1,Italian
dredging,1,Italian
butterflied,1,Italian
maple,1,Italian
peeledsmashed,1,Italian
link,1,Italian
less,1,Italian
tartar,1,Italian
fraiche,1,Italian
soda,1,Italian
scallions,1,Italian
button,1,Italian
preference,1,Italian
touch,1,Italian
springs,1,Italian
cored,1,Italian
fettuccine,1,Italian
creme,1,Italian
sharp,1,Italian
cracked,1,Italian
add,1,Italian
suggest,1,Italian
omit,1,Italian
taggiasche,1,Italian
reduce,1,Italian
bonein,1,Italian
substituted,1,Italian
blend,1,Italian
salt,76,Indian
powder,60,Indian
oil,55,Indian
water,51,Indian
pepper,45,Indian
cumin,39,Indian
garlic,37,Indian
flour,34,Indian
sugar,34,Indian
ginger,33,Indian
chili,33,Indian
green,29,Indian
leaves,29,Indian
coriander,29,Indian
seeds,28,Indian
turmeric,28,Indian
onion,28,Indian
cardamom,27,Indian
peeled,25,Indian
cloves,25,Indian
black,23,Indian
paste,23,Indian
cilantro,23,Indian
cinnamon,21,Indian
red,21,Indian
chicken,20,Indian
medium,19,Indian
vegetable,19,Indian
rice,19,Indian
yogurt,19,Indian
milk,19,Indian
diced,18,Indian
masala,18,Indian
seed,17,Indian
onions,17,Indian
ghee,17,Indian
pinch,17,Indian
garam,17,Indian
juice,16,Indian
butter,16,Indian
tomato,16,Indian
whole,15,Indian
plain,15,Indian
chilies,15,Indian
tomatoes,15,Indian
cayenne,15,Indian
lemon,14,Indian
curry,14,Indian
small,13,Indian
crushed,13,Indian
pods,13,Indian
cream,11,Indian
potatoes,11,Indian
yellow,10,Indian
mint,10,Indian
mustard,10,Indian
brown,10,Indian
pieces,9,Indian
clove,9,Indian
baking,9,Indian
white,9,Indian
dal,8,Indian
basmati,8,Indian
bay,8,Indian
inch,8,Indian
powdered,8,Indian
paprika,8,Indian
saffron,7,Indian
allpurpose,7,Indian
sauce,7,Indian
kg,7,Indian
cooked,7,Indian
sticks,7,Indian
rose,6,Indian
hot,6,Indian
olive,6,Indian
frozen,6,Indian
frying,6,Indian
almonds,6,Indian
peas,6,Indian
vinegar,6,Indian
soda,6,Indian
lentils,5,Indian
flakes,5,Indian
soaked,5,Indian
split,5,Indian
coconut,5,Indian
light,5,Indian
peppercorns,5,Indian
indian,5,Indian
boneless,5,Indian
unsalted,5,Indian
slices,5,Indian
plus,5,Indian
raw,5,Indian
gram,5,Indian
boiled,5,Indian
gingerroot,5,Indian
dough,5,Indian
stock,4,Indian
granulated,4,Indian
thighs,4,Indian
store,4,Indian
sunflower,4,Indian
sev,4,Indian
extra,4,Indian
thai,4,Indian
fenugreek,4,Indian
urad,4,Indian
beaten,4,Indian
canola,4,Indian
lime,4,Indian
skinless,4,Indian
egg,4,Indian
potato,4,Indian
coarsely,4,Indian
dash,4,Indian
cubes,4,Indian
ice,4,Indian
soy,4,Indian
leaf,4,Indian
toasted,4,Indian
sweet,4,Indian
chickpeas,4,Indian
deep,4,Indian
mango,4,Indian
half,4,Indian
melted,4,Indian
cashews,4,Indian
part,4,Indian
spring,3,Indian
ripe,3,Indian
recommended,3,Indian
slivered,3,Indian
chutney,3,Indian
warm,3,Indian
drumsticks,3,Indian
cans,3,Indian
available,3,Indian
removed,3,Indian
best,3,Indian
spinach,3,Indian
packed,3,Indian
cheese,3,Indian
nuts,3,Indian
hindi,3,Indian
pistachios,3,Indian
known,3,Indian
pulp,3,Indian
roughly,3,Indian
inches,3,Indian
like,3,Indian
baby,3,Indian
besan,3,Indian
virgin,3,Indian
jalapeno,3,Indian
fry,3,Indian
serrano,3,Indian
stick,3,Indian
quartered,3,Indian
use,3,Indian
preferably,3,Indian
breast,3,Indian
quart,3,Indian
peanut,3,Indian
work,3,Indian
peppers,3,Indian
natural,3,Indian
clarified,3,Indian
tamarind,3,Indian
piece,3,Indian
fennel,3,Indian
drained,3,Indian
honey,3,Indian
roasted,3,Indian
double,3,Indian
serving,3,Indian
aka,3,Indian
rolling,3,Indian
cm,3,Indian
size,2,Indian
skinned,2,Indian
hing,2,Indian
broken,2,Indian
less,2,Indian
needed,2,Indian
halfandhalf,2,Indian
canned,2,Indian
gingergarlic,2,Indian
would,2,Indian
margarine,2,Indian
washed,2,Indian
rinsed,2,Indian
mashed,2,Indian
thawed,2,Indian
substitute,2,Indian
liter,2,Indian
orange,2,Indian
dark,2,Indian
hulled,2,Indian
sriracha,2,Indian
huy,2,Indian
peanuts,2,Indian
pc,2,Indian
